,Itemset Number,Itemset,Support
1485,3,"('External HDD', 'Motherboard', 'UPS')",15
1486,3,"('External HDD', 'Motherboard', 'USB Hub')",14
1487,3,"('External HDD', 'Motherboard', 'Webcam')",17
1488,3,"('External HDD', 'Mouse', 'Network Card')",15
1489,3,"('External HDD', 'Mouse', 'Optical Drive')",16
1490,3,"('External HDD', 'Mouse', 'Power Supply')",20
1491,3,"('External HDD', 'Mouse', 'RAM')",16
1492,3,"('External HDD', 'Mouse', 'RGB Lighting')",21
1493,3,"('External HDD', 'Mouse', 'SSD')",18
1494,3,"('External HDD', 'Mouse', 'Sound Card')",16
1495,3,"('External HDD', 'Mouse', 'Speakers')",15
1496,3,"('External HDD', 'Mouse', 'Surge Protector')",14
1497,3,"('External HDD', 'Mouse', 'Thermal Paste')",17
1498,3,"('External HDD', 'Mouse', 'UPS')",15
1499,3,"('External HDD', 'Mouse', 'USB Hub')",17
1500,3,"('External HDD', 'Mouse', 'Webcam')",11
1501,3,"('External HDD', 'Network Card', 'Optical Drive')",10
1502,3,"('External HDD', 'Network Card', 'Power Supply')",14
1503,3,"('External HDD', 'Network Card', 'RAM')",18
1504,3,"('External HDD', 'Network Card', 'RGB Lighting')",16
1505,3,"('External HDD', 'Network Card', 'SSD')",19
1506,3,"('External HDD', 'Network Card', 'Sound Card')",11
1507,3,"('External HDD', 'Network Card', 'Speakers')",14
1508,3,"('External HDD', 'Network Card', 'Surge Protector')",21
1509,3,"('External HDD', 'Network Card', 'Thermal Paste')",17
1510,3,"('External HDD', 'Network Card', 'UPS')",21
1511,3,"('External HDD', 'Network Card', 'USB Hub')",17
1512,3,"('External HDD', 'Optical Drive', 'Power Supply')",15
1513,3,"('External HDD', 'Optical Drive', 'RAM')",13
1514,3,"('External HDD', 'Optical Drive', 'RGB Lighting')",12
1515,3,"('External HDD', 'Optical Drive', 'SSD')",12
1516,3,"('External HDD', 'Optical Drive', 'Sound Card')",17
1517,3,"('External HDD', 'Optical Drive', 'Speakers')",16
1518,3,"('External HDD', 'Optical Drive', 'Surge Protector')",12
1519,3,"('External HDD', 'Optical Drive', 'Thermal Paste')",23
1520,3,"('External HDD', 'Optical Drive', 'UPS')",16
1521,3,"('External HDD', 'Optical Drive', 'USB Hub')",17
1522,3,"('External HDD', 'Optical Drive', 'Webcam')",18
1523,3,"('External HDD', 'Power Supply', 'RGB Lighting')",15
1524,3,"('External HDD', 'Power Supply', 'SSD')",17
1525,3,"('External HDD', 'Power Supply', 'Sound Card')",13
1526,3,"('External HDD', 'Power Supply', 'Speakers')",11
1527,3,"('External HDD', 'Power Supply', 'Surge Protector')",16
1528,3,"('External HDD', 'Power Supply', 'Thermal Paste')",16
1529,3,"('External HDD', 'Power Supply', 'UPS')",28
1530,3,"('External HDD', 'Power Supply', 'USB Hub')",21
1531,3,"('External HDD', 'Power Supply', 'Webcam')",10
1532,3,"('External HDD', 'RAM', 'RGB Lighting')",20
1533,3,"('External HDD', 'RAM', 'SSD')",14
1534,3,"('External HDD', 'RAM', 'Sound Card')",10
1535,3,"('External HDD', 'RAM', 'Speakers')",21
1536,3,"('External HDD', 'RAM', 'Surge Protector')",18
1537,3,"('External HDD', 'RAM', 'Thermal Paste')",18
1538,3,"('External HDD', 'RAM', 'UPS')",19
1539,3,"('External HDD', 'RAM', 'USB Hub')",16
1540,3,"('External HDD', 'RAM', 'Webcam')",12
1541,3,"('External HDD', 'RGB Lighting', 'SSD')",18
1542,3,"('External HDD', 'RGB Lighting', 'Sound Card')",12
1543,3,"('External HDD', 'RGB Lighting', 'Speakers')",13
1544,3,"('External HDD', 'RGB Lighting', 'Surge Protector')",19
1545,3,"('External HDD', 'RGB Lighting', 'Thermal Paste')",18
1546,3,"('External HDD', 'RGB Lighting', 'UPS')",18
1547,3,"('External HDD', 'RGB Lighting', 'USB Hub')",17
1548,3,"('External HDD', 'RGB Lighting', 'Webcam')",14
1549,3,"('External HDD', 'SSD', 'Speakers')",20
1550,3,"('External HDD', 'SSD', 'Surge Protector')",18
1551,3,"('External HDD', 'SSD', 'Thermal Paste')",19
1552,3,"('External HDD', 'SSD', 'UPS')",13
1553,3,"('External HDD', 'SSD', 'USB Hub')",17
1554,3,"('External HDD', 'SSD', 'Webcam')",16
1555,3,"('External HDD', 'Sound Card', 'Speakers')",19
1556,3,"('External HDD', 'Sound Card', 'Surge Protector')",15
1557,3,"('External HDD', 'Sound Card', 'Thermal Paste')",19
1558,3,"('External HDD', 'Sound Card', 'UPS')",21
1559,3,"('External HDD', 'Sound Card', 'USB Hub')",13
1560,3,"('External HDD', 'Sound Card', 'Webcam')",12
1561,3,"('External HDD', 'Speakers', 'Surge Protector')",20
1562,3,"('External HDD', 'Speakers', 'Thermal Paste')",22
1563,3,"('External HDD', 'Speakers', 'UPS')",16
1564,3,"('External HDD', 'Speakers', 'USB Hub')",11
1565,3,"('External HDD', 'Speakers', 'Webcam')",20
1566,3,"('External HDD', 'Surge Protector', 'Thermal Paste')",15
1567,3,"('External HDD', 'Surge Protector', 'UPS')",25
1568,3,"('External HDD', 'Surge Protector', 'USB Hub')",16
1569,3,"('External HDD', 'Surge Protector', 'Webcam')",13
1570,3,"('External HDD', 'Thermal Paste', 'UPS')",18
1571,3,"('External HDD', 'Thermal Paste', 'USB Hub')",16
1572,3,"('External HDD', 'Thermal Paste', 'Webcam')",23
1573,3,"('External HDD', 'UPS', 'USB Hub')",17
1574,3,"('External HDD', 'UPS', 'Webcam')",11
1575,3,"('External HDD', 'USB Hub', 'Webcam')",13
1576,3,"('GPU', 'Graphics Tablet', 'HDD')",15
1577,3,"('GPU', 'Graphics Tablet', 'Headset')",11
1578,3,"('GPU', 'Graphics Tablet', 'Keyboard')",14
1579,3,"('GPU', 'Graphics Tablet', 'Motherboard')",19
1580,3,"('GPU', 'Graphics Tablet', 'Mouse')",18
1581,3,"('GPU', 'Graphics Tablet', 'Network Card')",18
1582,3,"('GPU', 'Graphics Tablet', 'Optical Drive')",14
1583,3,"('GPU', 'Graphics Tablet', 'Power Supply')",16
1584,3,"('GPU', 'Graphics Tablet', 'RGB Lighting')",12
1585,3,"('GPU', 'Graphics Tablet', 'Sound Card')",15
1586,3,"('GPU', 'Graphics Tablet', 'Speakers')",15
1587,3,"('GPU', 'Graphics Tablet', 'Thermal Paste')",11
1588,3,"('GPU', 'Graphics Tablet', 'UPS')",11
1589,3,"('GPU', 'Graphics Tablet', 'Webcam')",20
1590,3,"('GPU', 'HDD', 'Headset')",18
1591,3,"('GPU', 'HDD', 'Keyboard')",15
1592,3,"('GPU', 'HDD', 'Monitor')",16
1593,3,"('GPU', 'HDD', 'Mouse')",14
1594,3,"('GPU', 'HDD', 'Network Card')",21
1595,3,"('GPU', 'HDD', 'Optical Drive')",10
1596,3,"('GPU', 'HDD', 'Power Supply')",12
1597,3,"('GPU', 'HDD', 'RAM')",12
1598,3,"('GPU', 'HDD', 'RGB Lighting')",18
1599,3,"('GPU', 'HDD', 'SSD')",14
1600,3,"('GPU', 'HDD', 'Sound Card')",18
1601,3,"('GPU', 'HDD', 'Speakers')",19
1602,3,"('GPU', 'HDD', 'Surge Protector')",22
1603,3,"('GPU', 'HDD', 'Thermal Paste')",12
1604,3,"('GPU', 'HDD', 'UPS')",16
1605,3,"('GPU', 'HDD', 'USB Hub')",13
1606,3,"('GPU', 'HDD', 'Webcam')",15
1607,3,"('GPU', 'Headset', 'Keyboard')",15
1608,3,"('GPU', 'Headset', 'Monitor')",10
1609,3,"('GPU', 'Headset', 'Motherboard')",12
1610,3,"('GPU', 'Headset', 'Mouse')",11
1611,3,"('GPU', 'Headset', 'Network Card')",13
1612,3,"('GPU', 'Headset', 'Optical Drive')",11
1613,3,"('GPU', 'Headset', 'Power Supply')",17
1614,3,"('GPU', 'Headset', 'RAM')",14
1615,3,"('GPU', 'Headset', 'RGB Lighting')",21
1616,3,"('GPU', 'Headset', 'Sound Card')",19
1617,3,"('GPU', 'Headset', 'Speakers')",20
1618,3,"('GPU', 'Headset', 'Surge Protector')",17
1619,3,"('GPU', 'Headset', 'UPS')",19
1620,3,"('GPU', 'Headset', 'USB Hub')",10
1621,3,"('GPU', 'Headset', 'Webcam')",13
1622,3,"('GPU', 'Keyboard', 'Monitor')",16
1623,3,"('GPU', 'Keyboard', 'Motherboard')",15
1624,3,"('GPU', 'Keyboard', 'Mouse')",11
1625,3,"('GPU', 'Keyboard', 'Network Card')",17
1626,3,"('GPU', 'Keyboard', 'Optical Drive')",13
1627,3,"('GPU', 'Keyboard', 'Power Supply')",11
1628,3,"('GPU', 'Keyboard', 'RAM')",14
1629,3,"('GPU', 'Keyboard', 'RGB Lighting')",10
1630,3,"('GPU', 'Keyboard', 'SSD')",13
1631,3,"('GPU', 'Keyboard', 'Sound Card')",19
1632,3,"('GPU', 'Keyboard', 'Speakers')",12
1633,3,"('GPU', 'Keyboard', 'Surge Protector')",16
1634,3,"('GPU', 'Keyboard', 'Thermal Paste')",12
1635,3,"('GPU', 'Keyboard', 'UPS')",12
1636,3,"('GPU', 'Keyboard', 'USB Hub')",14
1637,3,"('GPU', 'Keyboard', 'Webcam')",15
1638,3,"('GPU', 'Monitor', 'Motherboard')",21
1639,3,"('GPU', 'Monitor', 'Mouse')",20
1640,3,"('GPU', 'Monitor', 'Network Card')",18
1641,3,"('GPU', 'Monitor', 'Optical Drive')",14
1642,3,"('GPU', 'Monitor', 'Power Supply')",13
1643,3,"('GPU', 'Monitor', 'RAM')",16
1644,3,"('GPU', 'Monitor', 'RGB Lighting')",15
1645,3,"('GPU', 'Monitor', 'SSD')",17
1646,3,"('GPU', 'Monitor', 'Sound Card')",25
1647,3,"('GPU', 'Monitor', 'Speakers')",14
1648,3,"('GPU', 'Monitor', 'Surge Protector')",10
1649,3,"('GPU', 'Monitor', 'Thermal Paste')",13
1650,3,"('GPU', 'Monitor', 'UPS')",14
1651,3,"('GPU', 'Monitor', 'USB Hub')",13
1652,3,"('GPU', 'Monitor', 'Webcam')",13
1653,3,"('GPU', 'Motherboard', 'Mouse')",16
1654,3,"('GPU', 'Motherboard', 'Network Card')",17
1655,3,"('GPU', 'Motherboard', 'Optical Drive')",21
1656,3,"('GPU', 'Motherboard', 'Power Supply')",15
1657,3,"('GPU', 'Motherboard', 'RAM')",15
1658,3,"('GPU', 'Motherboard', 'RGB Lighting')",10
1659,3,"('GPU', 'Motherboard', 'SSD')",15
1660,3,"('GPU', 'Motherboard', 'Sound Card')",21
1661,3,"('GPU', 'Motherboard', 'Speakers')",21
1662,3,"('GPU', 'Motherboard', 'Surge Protector')",19
1663,3,"('GPU', 'Motherboard', 'Thermal Paste')",15
1664,3,"('GPU', 'Motherboard', 'UPS')",21
1665,3,"('GPU', 'Motherboard', 'USB Hub')",16
1666,3,"('GPU', 'Motherboard', 'Webcam')",17
1667,3,"('GPU', 'Mouse', 'Network Card')",15
1668,3,"('GPU', 'Mouse', 'Optical Drive')",13
1669,3,"('GPU', 'Mouse', 'Power Supply')",16
1670,3,"('GPU', 'Mouse', 'RGB Lighting')",17
1671,3,"('GPU', 'Mouse', 'SSD')",16
1672,3,"('GPU', 'Mouse', 'Sound Card')",21
1673,3,"('GPU', 'Mouse', 'Speakers')",14
1674,3,"('GPU', 'Mouse', 'Surge Protector')",23
1675,3,"('GPU', 'Mouse', 'Thermal Paste')",15
1676,3,"('GPU', 'Mouse', 'UPS')",20
1677,3,"('GPU', 'Mouse', 'USB Hub')",12
1678,3,"('GPU', 'Mouse', 'Webcam')",11
1679,3,"('GPU', 'Network Card', 'Optical Drive')",13
1680,3,"('GPU', 'Network Card', 'Power Supply')",12
1681,3,"('GPU', 'Network Card', 'RAM')",13
1682,3,"('GPU', 'Network Card', 'RGB Lighting')",15
1683,3,"('GPU', 'Network Card', 'SSD')",12
1684,3,"('GPU', 'Network Card', 'Sound Card')",20
1685,3,"('GPU', 'Network Card', 'Speakers')",12
1686,3,"('GPU', 'Network Card', 'Surge Protector')",19
1687,3,"('GPU', 'Network Card', 'Thermal Paste')",14
1688,3,"('GPU', 'Network Card', 'UPS')",19
1689,3,"('GPU', 'Network Card', 'USB Hub')",17
1690,3,"('GPU', 'Network Card', 'Webcam')",18
1691,3,"('GPU', 'Optical Drive', 'Power Supply')",13
1692,3,"('GPU', 'Optical Drive', 'RAM')",11
1693,3,"('GPU', 'Optical Drive', 'RGB Lighting')",12
1694,3,"('GPU', 'Optical Drive', 'SSD')",14
1695,3,"('GPU', 'Optical Drive', 'Sound Card')",22
1696,3,"('GPU', 'Optical Drive', 'Speakers')",17
1697,3,"('GPU', 'Optical Drive', 'Surge Protector')",12
1698,3,"('GPU', 'Optical Drive', 'Thermal Paste')",18
1699,3,"('GPU', 'Optical Drive', 'UPS')",10
1700,3,"('GPU', 'Optical Drive', 'USB Hub')",10
1701,3,"('GPU', 'Optical Drive', 'Webcam')",18
1702,3,"('GPU', 'Power Supply', 'RAM')",12
1703,3,"('GPU', 'Power Supply', 'RGB Lighting')",13
1704,3,"('GPU', 'Power Supply', 'SSD')",16
1705,3,"('GPU', 'Power Supply', 'Sound Card')",17
1706,3,"('GPU', 'Power Supply', 'Speakers')",14
1707,3,"('GPU', 'Power Supply', 'Surge Protector')",11
1708,3,"('GPU', 'Power Supply', 'Thermal Paste')",13
1709,3,"('GPU', 'Power Supply', 'UPS')",20
1710,3,"('GPU', 'Power Supply', 'USB Hub')",12
1711,3,"('GPU', 'RAM', 'RGB Lighting')",14
1712,3,"('GPU', 'RAM', 'SSD')",16
1713,3,"('GPU', 'RAM', 'Sound Card')",21
1714,3,"('GPU', 'RAM', 'Speakers')",16
1715,3,"('GPU', 'RAM', 'Surge Protector')",15
1716,3,"('GPU', 'RAM', 'UPS')",16
1717,3,"('GPU', 'RAM', 'USB Hub')",13
1718,3,"('GPU', 'RAM', 'Webcam')",14
1719,3,"('GPU', 'RGB Lighting', 'SSD')",15
1720,3,"('GPU', 'RGB Lighting', 'Sound Card')",18
1721,3,"('GPU', 'RGB Lighting', 'Speakers')",13
1722,3,"('GPU', 'RGB Lighting', 'Surge Protector')",19
1723,3,"('GPU', 'RGB Lighting', 'Thermal Paste')",11
1724,3,"('GPU', 'RGB Lighting', 'UPS')",18
1725,3,"('GPU', 'RGB Lighting', 'USB Hub')",10
1726,3,"('GPU', 'RGB Lighting', 'Webcam')",16
1727,3,"('GPU', 'SSD', 'Sound Card')",20
1728,3,"('GPU', 'SSD', 'Speakers')",17
1729,3,"('GPU', 'SSD', 'Surge Protector')",16
1730,3,"('GPU', 'SSD', 'Thermal Paste')",13
1731,3,"('GPU', 'SSD', 'UPS')",15
1732,3,"('GPU', 'SSD', 'USB Hub')",17
1733,3,"('GPU', 'SSD', 'Webcam')",14
1734,3,"('GPU', 'Sound Card', 'Speakers')",27
1735,3,"('GPU', 'Sound Card', 'Surge Protector')",22
1736,3,"('GPU', 'Sound Card', 'Thermal Paste')",17
1737,3,"('GPU', 'Sound Card', 'UPS')",24
1738,3,"('GPU', 'Sound Card', 'USB Hub')",16
1739,3,"('GPU', 'Sound Card', 'Webcam')",26
1740,3,"('GPU', 'Speakers', 'Surge Protector')",19
1741,3,"('GPU', 'Speakers', 'Thermal Paste')",15
1742,3,"('GPU', 'Speakers', 'UPS')",19
1743,3,"('GPU', 'Speakers', 'USB Hub')",19
1744,3,"('GPU', 'Speakers', 'Webcam')",25
1745,3,"('GPU', 'Surge Protector', 'Thermal Paste')",14
1746,3,"('GPU', 'Surge Protector', 'UPS')",22
1747,3,"('GPU', 'Surge Protector', 'USB Hub')",14
1748,3,"('GPU', 'Surge Protector', 'Webcam')",22
1749,3,"('GPU', 'Thermal Paste', 'UPS')",16
1750,3,"('GPU', 'Thermal Paste', 'USB Hub')",15
1751,3,"('GPU', 'Thermal Paste', 'Webcam')",12
1752,3,"('GPU', 'UPS', 'USB Hub')",11
1753,3,"('GPU', 'UPS', 'Webcam')",13
1754,3,"('Graphics Tablet', 'HDD', 'Headset')",17
1755,3,"('Graphics Tablet', 'HDD', 'Keyboard')",15
1756,3,"('Graphics Tablet', 'HDD', 'Motherboard')",12
1757,3,"('Graphics Tablet', 'HDD', 'Mouse')",14
1758,3,"('Graphics Tablet', 'HDD', 'Network Card')",18
1759,3,"('Graphics Tablet', 'HDD', 'Optical Drive')",14
1760,3,"('Graphics Tablet', 'HDD', 'Power Supply')",13
1761,3,"('Graphics Tablet', 'HDD', 'RAM')",15
1762,3,"('Graphics Tablet', 'HDD', 'RGB Lighting')",15
1763,3,"('Graphics Tablet', 'HDD', 'Sound Card')",11
1764,3,"('Graphics Tablet', 'HDD', 'Speakers')",18
1765,3,"('Graphics Tablet', 'HDD', 'Surge Protector')",19
1766,3,"('Graphics Tablet', 'HDD', 'Thermal Paste')",13
1767,3,"('Graphics Tablet', 'HDD', 'UPS')",12
1768,3,"('Graphics Tablet', 'HDD', 'USB Hub')",13
1769,3,"('Graphics Tablet', 'HDD', 'Webcam')",17
1770,3,"('Graphics Tablet', 'Headset', 'Keyboard')",18
1771,3,"('Graphics Tablet', 'Headset', 'Motherboard')",18
1772,3,"('Graphics Tablet', 'Headset', 'Mouse')",11
1773,3,"('Graphics Tablet', 'Headset', 'Network Card')",12
1774,3,"('Graphics Tablet', 'Headset', 'Optical Drive')",14
1775,3,"('Graphics Tablet', 'Headset', 'Power Supply')",15
1776,3,"('Graphics Tablet', 'Headset', 'RAM')",14
1777,3,"('Graphics Tablet', 'Headset', 'RGB Lighting')",11
1778,3,"('Graphics Tablet', 'Headset', 'SSD')",12
1779,3,"('Graphics Tablet', 'Headset', 'Sound Card')",14
1780,3,"('Graphics Tablet', 'Headset', 'Speakers')",13
1781,3,"('Graphics Tablet', 'Headset', 'Surge Protector')",11
1782,3,"('Graphics Tablet', 'Headset', 'Thermal Paste')",16
1783,3,"('Graphics Tablet', 'Headset', 'UPS')",13
1784,3,"('Graphics Tablet', 'Headset', 'USB Hub')",12
1785,3,"('Graphics Tablet', 'Headset', 'Webcam')",16
1786,3,"('Graphics Tablet', 'Keyboard', 'Monitor')",15
1787,3,"('Graphics Tablet', 'Keyboard', 'Motherboard')",17
1788,3,"('Graphics Tablet', 'Keyboard', 'Mouse')",11
1789,3,"('Graphics Tablet', 'Keyboard', 'Network Card')",13
1790,3,"('Graphics Tablet', 'Keyboard', 'Optical Drive')",15
1791,3,"('Graphics Tablet', 'Keyboard', 'Power Supply')",11
1792,3,"('Graphics Tablet', 'Keyboard', 'RAM')",10
1793,3,"('Graphics Tablet', 'Keyboard', 'RGB Lighting')",11
1794,3,"('Graphics Tablet', 'Keyboard', 'SSD')",13
1795,3,"('Graphics Tablet', 'Keyboard', 'Sound Card')",18
1796,3,"('Graphics Tablet', 'Keyboard', 'Speakers')",13
1797,3,"('Graphics Tablet', 'Keyboard', 'Surge Protector')",10
1798,3,"('Graphics Tablet', 'Keyboard', 'Thermal Paste')",18
1799,3,"('Graphics Tablet', 'Keyboard', 'UPS')",13
1800,3,"('Graphics Tablet', 'Keyboard', 'USB Hub')",12
1801,3,"('Graphics Tablet', 'Keyboard', 'Webcam')",19
1802,3,"('Graphics Tablet', 'Monitor', 'Motherboard')",19
1803,3,"('Graphics Tablet', 'Monitor', 'Mouse')",15
1804,3,"('Graphics Tablet', 'Monitor', 'Network Card')",11
1805,3,"('Graphics Tablet', 'Monitor', 'Optical Drive')",13
1806,3,"('Graphics Tablet', 'Monitor', 'Power Supply')",12
1807,3,"('Graphics Tablet', 'Monitor', 'RGB Lighting')",11
1808,3,"('Graphics Tablet', 'Monitor', 'SSD')",14
1809,3,"('Graphics Tablet', 'Monitor', 'Sound Card')",13
1810,3,"('Graphics Tablet', 'Monitor', 'Speakers')",12
1811,3,"('Graphics Tablet', 'Monitor', 'Surge Protector')",13
1812,3,"('Graphics Tablet', 'Monitor', 'Thermal Paste')",11
1813,3,"('Graphics Tablet', 'Monitor', 'UPS')",15
1814,3,"('Graphics Tablet', 'Monitor', 'USB Hub')",13
1815,3,"('Graphics Tablet', 'Monitor', 'Webcam')",14
1816,3,"('Graphics Tablet', 'Motherboard', 'Mouse')",21
1817,3,"('Graphics Tablet', 'Motherboard', 'Network Card')",13
1818,3,"('Graphics Tablet', 'Motherboard', 'Optical Drive')",16
1819,3,"('Graphics Tablet', 'Motherboard', 'Power Supply')",16
1820,3,"('Graphics Tablet', 'Motherboard', 'RGB Lighting')",13
1821,3,"('Graphics Tablet', 'Motherboard', 'SSD')",18
1822,3,"('Graphics Tablet', 'Motherboard', 'Sound Card')",17
1823,3,"('Graphics Tablet', 'Motherboard', 'Speakers')",16
1824,3,"('Graphics Tablet', 'Motherboard', 'Surge Protector')",19
1825,3,"('Graphics Tablet', 'Motherboard', 'Thermal Paste')",19
1826,3,"('Graphics Tablet', 'Motherboard', 'UPS')",16
1827,3,"('Graphics Tablet', 'Motherboard', 'USB Hub')",15
1828,3,"('Graphics Tablet', 'Motherboard', 'Webcam')",22
1829,3,"('Graphics Tablet', 'Mouse', 'Network Card')",16
1830,3,"('Graphics Tablet', 'Mouse', 'Optical Drive')",11
1831,3,"('Graphics Tablet', 'Mouse', 'Power Supply')",16
1832,3,"('Graphics Tablet', 'Mouse', 'RAM')",10
1833,3,"('Graphics Tablet', 'Mouse', 'RGB Lighting')",16
1834,3,"('Graphics Tablet', 'Mouse', 'SSD')",12
1835,3,"('Graphics Tablet', 'Mouse', 'Sound Card')",10
1836,3,"('Graphics Tablet', 'Mouse', 'Speakers')",10
1837,3,"('Graphics Tablet', 'Mouse', 'Surge Protector')",15
1838,3,"('Graphics Tablet', 'Mouse', 'Thermal Paste')",13
1839,3,"('Graphics Tablet', 'Mouse', 'UPS')",12
1840,3,"('Graphics Tablet', 'Mouse', 'USB Hub')",12
1841,3,"('Graphics Tablet', 'Mouse', 'Webcam')",14
1842,3,"('Graphics Tablet', 'Network Card', 'Optical Drive')",10
1843,3,"('Graphics Tablet', 'Network Card', 'Power Supply')",14
1844,3,"('Graphics Tablet', 'Network Card', 'RAM')",10
1845,3,"('Graphics Tablet', 'Network Card', 'SSD')",10
1846,3,"('Graphics Tablet', 'Network Card', 'Sound Card')",15
1847,3,"('Graphics Tablet', 'Network Card', 'Speakers')",13
1848,3,"('Graphics Tablet', 'Network Card', 'Surge Protector')",10
1849,3,"('Graphics Tablet', 'Network Card', 'Thermal Paste')",11
1850,3,"('Graphics Tablet', 'Network Card', 'UPS')",13
1851,3,"('Graphics Tablet', 'Network Card', 'USB Hub')",10
1852,3,"('Graphics Tablet', 'Network Card', 'Webcam')",10
1853,3,"('Graphics Tablet', 'Optical Drive', 'Power Supply')",12
1854,3,"('Graphics Tablet', 'Optical Drive', 'RGB Lighting')",18
1855,3,"('Graphics Tablet', 'Optical Drive', 'SSD')",18
1856,3,"('Graphics Tablet', 'Optical Drive', 'Sound Card')",20
1857,3,"('Graphics Tablet', 'Optical Drive', 'Speakers')",16
1858,3,"('Graphics Tablet', 'Optical Drive', 'Surge Protector')",13
1859,3,"('Graphics Tablet', 'Optical Drive', 'Thermal Paste')",23
1860,3,"('Graphics Tablet', 'Optical Drive', 'UPS')",10
1861,3,"('Graphics Tablet', 'Optical Drive', 'USB Hub')",18
1862,3,"('Graphics Tablet', 'Optical Drive', 'Webcam')",20
1863,3,"('Graphics Tablet', 'Power Supply', 'RGB Lighting')",13
1864,3,"('Graphics Tablet', 'Power Supply', 'SSD')",18
1865,3,"('Graphics Tablet', 'Power Supply', 'Sound Card')",15
1866,3,"('Graphics Tablet', 'Power Supply', 'Speakers')",14
1867,3,"('Graphics Tablet', 'Power Supply', 'Surge Protector')",17
1868,3,"('Graphics Tablet', 'Power Supply', 'Thermal Paste')",16
1869,3,"('Graphics Tablet', 'Power Supply', 'UPS')",13
1870,3,"('Graphics Tablet', 'Power Supply', 'USB Hub')",17
1871,3,"('Graphics Tablet', 'Power Supply', 'Webcam')",12
1872,3,"('Graphics Tablet', 'RAM', 'RGB Lighting')",10
1873,3,"('Graphics Tablet', 'RAM', 'SSD')",13
1874,3,"('Graphics Tablet', 'RAM', 'Speakers')",10
1875,3,"('Graphics Tablet', 'RAM', 'Surge Protector')",11
1876,3,"('Graphics Tablet', 'RAM', 'UPS')",11
1877,3,"('Graphics Tablet', 'RAM', 'USB Hub')",15
1878,3,"('Graphics Tablet', 'RAM', 'Webcam')",12
1879,3,"('Graphics Tablet', 'RGB Lighting', 'SSD')",13
1880,3,"('Graphics Tablet', 'RGB Lighting', 'Speakers')",15
1881,3,"('Graphics Tablet', 'RGB Lighting', 'Surge Protector')",15
1882,3,"('Graphics Tablet', 'RGB Lighting', 'Thermal Paste')",16
1883,3,"('Graphics Tablet', 'RGB Lighting', 'UPS')",13
1884,3,"('Graphics Tablet', 'RGB Lighting', 'USB Hub')",14
1885,3,"('Graphics Tablet', 'RGB Lighting', 'Webcam')",13
1886,3,"('Graphics Tablet', 'SSD', 'Sound Card')",15
1887,3,"('Graphics Tablet', 'SSD', 'Speakers')",16
1888,3,"('Graphics Tablet', 'SSD', 'Surge Protector')",19
1889,3,"('Graphics Tablet', 'SSD', 'Thermal Paste')",17
1890,3,"('Graphics Tablet', 'SSD', 'UPS')",13
1891,3,"('Graphics Tablet', 'SSD', 'USB Hub')",21
1892,3,"('Graphics Tablet', 'SSD', 'Webcam')",16
1893,3,"('Graphics Tablet', 'Sound Card', 'Speakers')",11
1894,3,"('Graphics Tablet', 'Sound Card', 'Surge Protector')",11
1895,3,"('Graphics Tablet', 'Sound Card', 'Thermal Paste')",17
1896,3,"('Graphics Tablet', 'Sound Card', 'UPS')",14
1897,3,"('Graphics Tablet', 'Sound Card', 'USB Hub')",10
1898,3,"('Graphics Tablet', 'Sound Card', 'Webcam')",21
1899,3,"('Graphics Tablet', 'Speakers', 'Surge Protector')",14
1900,3,"('Graphics Tablet', 'Speakers', 'Thermal Paste')",14
1901,3,"('Graphics Tablet', 'Speakers', 'UPS')",11
1902,3,"('Graphics Tablet', 'Speakers', 'USB Hub')",17
1903,3,"('Graphics Tablet', 'Speakers', 'Webcam')",18
1904,3,"('Graphics Tablet', 'Surge Protector', 'Thermal Paste')",16
1905,3,"('Graphics Tablet', 'Surge Protector', 'UPS')",15
1906,3,"('Graphics Tablet', 'Surge Protector', 'USB Hub')",22
1907,3,"('Graphics Tablet', 'Surge Protector', 'Webcam')",19
1908,3,"('Graphics Tablet', 'Thermal Paste', 'UPS')",15
1909,3,"('Graphics Tablet', 'Thermal Paste', 'USB Hub')",13
1910,3,"('Graphics Tablet', 'Thermal Paste', 'Webcam')",17
1911,3,"('Graphics Tablet', 'UPS', 'USB Hub')",14
1912,3,"('Graphics Tablet', 'UPS', 'Webcam')",10
1913,3,"('Graphics Tablet', 'USB Hub', 'Webcam')",16
1914,3,"('HDD', 'Headset', 'Keyboard')",18
1915,3,"('HDD', 'Headset', 'Monitor')",12
1916,3,"('HDD', 'Headset', 'Motherboard')",15
1917,3,"('HDD', 'Headset', 'Mouse')",15
1918,3,"('HDD', 'Headset', 'Network Card')",17
1919,3,"('HDD', 'Headset', 'Optical Drive')",24
1920,3,"('HDD', 'Headset', 'Power Supply')",15
1921,3,"('HDD', 'Headset', 'RAM')",18
1922,3,"('HDD', 'Headset', 'RGB Lighting')",19
1923,3,"('HDD', 'Headset', 'SSD')",16
1924,3,"('HDD', 'Headset', 'Sound Card')",20
1925,3,"('HDD', 'Headset', 'Speakers')",16
1926,3,"('HDD', 'Headset', 'Surge Protector')",15
1927,3,"('HDD', 'Headset', 'Thermal Paste')",14
1928,3,"('HDD', 'Headset', 'UPS')",19
1929,3,"('HDD', 'Headset', 'USB Hub')",17
1930,3,"('HDD', 'Headset', 'Webcam')",18
1931,3,"('HDD', 'Keyboard', 'Monitor')",13
1932,3,"('HDD', 'Keyboard', 'Motherboard')",14
